Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,5.239737,5.656546,5.239737,5.590478,4.117699,203995
2002-07-08,5.501093,5.758562,4.978382,5.319407,3.918041,548403
2002-07-15,5.324265,5.479718,4.618897,5.151323,3.794237,137526
2002-07-22,5.080398,5.146465,4.729657,4.871508,3.588138,186250
2002-07-29,4.223463,4.610153,3.903813,4.498421,3.313339,148651
2002-08-05,4.596550,4.854019,4.525625,4.702453,3.463620,99352
2002-08-12,4.614039,4.791838,4.525625,4.645129,3.421397,42022
2002-08-19,4.525625,4.720913,4.347826,4.480932,3.300457,87031
2002-08-26,4.436239,4.574204,4.179742,4.525625,3.333376,37729
2002-09-02,4.370172,4.525625,4.347826,4.436239,3.267538,50112
2002-09-09,4.356570,4.508136,4.347826,4.436239,3.267538,20017
2002-09-16,4.436239,4.489676,3.749332,4.423609,3.258235,121532
2002-09-23,4.498421,4.525625,4.347826,4.410007,3.248216,70820
2002-09-30,4.418751,4.436239,4.347826,4.356570,3.208857,18133
2002-10-07,4.401263,4.436239,4.312849,4.365314,3.215298,55082
2002-10-14,4.001943,4.547971,4.001943,4.392518,3.235336,47478
2002-10-21,4.347826,4.449842,3.997085,4.179742,3.078613,277822
2002-10-28,4.170026,4.361428,3.673548,4.259412,3.137296,35836
2002-11-04,4.081612,4.254554,4.046635,4.081612,3.006335,27057
2002-11-11,3.953364,4.245810,3.789166,4.064124,2.993454,88338
2002-11-18,4.170026,4.347826,4.090357,4.170026,3.071457,31801
2002-11-25,4.205975,4.614039,4.170026,4.170026,3.071457,88524
2002-12-02,4.130191,4.614039,4.010687,4.352683,3.205995,234039
2002-12-09,4.343939,4.347826,4.237065,4.343939,3.199553,113585
2002-12-16,4.392518,4.392518,4.170026,4.241923,3.124413,149280
2002-12-23,4.241923,4.285644,4.170026,4.210833,3.101515,122550
2002-12-30,4.254554,4.418751,4.179742,4.361428,3.212435,113379
2003-01-06,4.081612,4.378916,4.081612,4.307991,3.173076,126234
2003-01-13,4.325479,4.778236,4.232207,4.432353,3.264676,613821
2003-01-20,4.392518,4.658732,4.312849,4.343939,3.199553,126163
2003-01-27,4.356570,4.427495,3.993198,4.303133,3.169499,136116
2003-02-03,4.294389,4.423609,4.232207,4.330337,3.189535,204355
2003-02-10,4.259412,4.698566,4.259412,4.401263,3.241777,670225
2003-02-17,4.658732,5.324265,4.099101,4.525625,3.333376,355501
2003-02-24,4.512023,4.614039,4.170026,4.525625,3.333376,180662
2003-03-03,4.392518,4.525625,4.303133,4.321593,3.183094,197861
2003-03-10,4.285644,4.436239,4.214719,4.250667,3.130854,157648
2003-03-17,4.259412,4.770463,4.241923,4.765606,3.510136,62493
2003-03-24,4.312849,4.436239,4.188486,4.268156,3.143736,296494
2003-03-31,4.281758,4.653874,4.174884,4.321593,3.183094,482036
2003-04-07,4.347826,4.436239,4.214719,4.259412,3.137296,352309
2003-04-14,4.228321,4.436239,4.223463,4.343939,3.199553,77799
2003-04-21,4.219577,4.525625,4.219577,4.454700,3.281136,274611
2003-04-28,4.622783,4.769492,4.418751,4.560602,3.359139,109160
2003-05-05,4.569346,5.101773,4.569346,5.009472,3.689757,1026376
2003-05-12,4.968666,5.146465,4.658732,4.747145,3.496537,792345
2003-05-19,4.752003,5.120233,4.525625,5.075540,3.738420,755004
2003-05-26,4.995870,5.399076,4.995870,5.346611,3.938078,599526
2003-06-02,5.501093,5.501093,5.142579,5.248481,3.865799,382466
2003-06-09,5.146465,5.346611,5.120233,5.142579,3.787797,291121
2003-06-16,5.111488,5.953849,5.101773,5.559387,4.094799,1361788
2003-06-23,5.568132,5.634199,5.367986,5.408792,3.983878,299736
2003-06-30,5.497206,5.696380,5.372844,5.652659,4.163500,426209
2003-07-07,6.029633,6.033519,5.018217,5.120233,3.771338,625277
2003-07-14,5.457371,5.457371,4.534369,4.857906,3.876076,421424
2003-07-21,5.080398,5.080398,4.126305,4.698566,3.748940,194165
2003-07-28,4.729657,6.211318,4.702453,5.324265,4.248179,1033396
2003-08-04,4.924945,6.299732,4.924945,5.550643,4.428804,1787661
2003-08-11,5.146465,6.389118,5.146465,5.519553,4.403998,586496
2003-08-18,5.945105,6.193830,5.678892,5.918872,4.722610,1701615
2003-08-25,5.945105,6.114160,5.590478,5.847947,4.666019,447958
2003-09-01,5.811999,6.655331,5.723585,6.060723,4.835792,552849
2003-09-08,6.033519,7.098372,5.780908,5.834345,4.655167,494820
2003-09-15,5.767306,5.891668,5.417537,5.514695,4.400121,227483
2003-09-22,5.590478,5.678892,5.421423,5.599222,4.467565,189401
2003-09-29,5.678892,5.945105,5.545785,5.763419,4.598576,239761
2003-10-06,5.843089,5.843089,5.554529,5.727471,4.569894,333011
2003-10-13,5.767306,6.237551,5.634199,6.118047,4.881531,1016763
2003-10-20,5.976196,6.299732,5.976196,6.197716,4.945098,533757
2003-10-27,6.193830,6.197716,5.989798,6.083070,4.853622,320279
2003-11-03,6.122905,6.299732,5.945105,6.171484,4.924168,718816
2003-11-10,6.118047,6.743745,6.118047,6.353169,5.069131,897462
2003-11-17,6.389118,6.894340,6.389118,6.593150,5.260611,738092
2003-11-24,6.699052,7.276171,6.486276,7.245081,5.780780,357293
2003-12-01,7.626912,9.130920,7.014816,8.695652,6.938175,1803882
2003-12-08,8.740344,8.961865,8.097158,8.589749,6.853678,619853
2003-12-15,8.456643,9.139664,8.079669,8.522710,6.800187,549896
2003-12-22,8.695652,8.847218,8.163225,8.553801,6.824995,416741
2003-12-29,8.434296,8.695652,8.163225,8.482875,6.768404,624288
2004-01-05,8.518824,8.873451,7.853291,8.261355,6.591656,1044686
2004-01-12,8.323536,8.695652,7.857177,8.038863,6.414130,1244875
2004-01-19,7.870779,7.955307,7.098372,7.240223,5.776904,868695
2004-01-26,7.240223,7.919358,7.054651,7.094486,5.660622,229871
2004-02-02,7.094486,8.163225,6.428953,6.970123,5.561393,222573
2004-02-09,7.009958,7.258683,6.632985,6.921544,5.522632,469994
2004-02-16,6.965265,7.271314,6.748603,6.890454,5.497825,437069
2004-02-23,7.267427,7.720184,6.477532,6.690308,5.338130,351003
2004-03-01,6.548457,6.810784,6.401748,6.499878,5.186189,119000
2004-03-08,6.206461,6.655331,5.958707,6.495020,5.182312,936009
2004-03-15,6.393004,6.565946,6.180228,6.180228,4.931145,233307
2004-03-22,6.460043,6.460043,5.945105,6.304590,5.030371,529629
2004-03-29,6.308477,7.364585,6.308477,7.253825,5.787756,359308
2004-04-05,7.187758,7.240223,6.743745,7.098372,5.663722,379936
2004-04-12,7.227592,8.399319,6.570803,8.326451,6.643596,221060
2004-04-19,7.453971,7.897012,7.364585,7.791110,6.216451,329666
2004-04-26,7.276171,8.496478,6.606752,8.355598,6.666851,186386
2004-05-03,7.644401,8.163225,7.386932,8.012630,6.393199,253625
2004-05-10,7.555987,7.817342,6.854505,7.014816,5.597054,424675
2004-05-17,6.743745,7.893126,6.211318,7.692980,6.138154,655795
2004-05-24,7.457857,8.012630,7.355841,7.763905,6.194744,371845
2004-05-31,7.143065,7.799854,7.143065,7.404420,5.907915,284617
2004-06-07,7.626912,7.653145,7.205246,7.245081,5.780780,158482
2004-06-14,6.606752,8.151566,6.606752,7.577362,6.045904,293612
2004-06-21,7.457857,7.630799,7.276171,7.462715,5.954427,271607
2004-06-28,7.497692,7.720184,7.383045,7.689094,6.135053,249489
2004-07-05,7.697838,8.154481,7.644401,7.741559,6.176915,394458
2004-07-12,7.791110,8.145737,7.364585,7.466601,5.957527,519850
2004-07-19,8.163225,8.163225,7.426767,7.577362,6.514942,361286
2004-07-26,7.720184,8.207918,7.457857,7.590964,6.526637,341573
2004-08-02,7.715326,7.910614,7.653145,7.732815,6.648598,257496
2004-08-09,7.728928,8.474131,7.724070,7.964051,6.847412,966679
2004-08-16,7.817342,8.061209,7.680349,7.853291,6.752183,130229
2004-08-23,7.853291,7.941705,7.732815,7.879523,6.774735,330634
2004-08-30,7.897012,8.416808,7.830944,8.150595,7.007802,281342
2004-09-06,8.163225,9.094972,8.007772,8.785037,7.553290,2522021
2004-09-13,8.961865,9.193101,8.305076,8.358513,7.186566,755817
2004-09-20,8.429438,8.518824,8.292445,8.420694,7.240029,332425
2004-09-27,8.341025,9.929560,8.341025,9.845032,8.464662,2116043
2004-10-04,9.840174,11.202331,9.840174,11.148894,9.585711,2052199
2004-10-11,10.000485,10.647558,9.938304,10.035462,8.628393,422196
2004-10-18,10.275443,10.714598,9.960650,10.501821,9.029361,515590
2004-10-25,10.545542,10.545542,9.827544,9.880009,8.494733,265544
2004-11-01,9.849890,10.116103,9.538984,9.672091,8.315968,390052
2004-11-08,9.592421,11.748360,9.494291,11.455914,9.849682,4014546
2004-11-15,11.455914,11.934904,10.825358,11.579305,9.955774,3919279
2004-11-22,11.269370,11.961136,11.269370,11.464658,9.857201,892153
2004-11-29,11.632742,11.943648,11.269370,11.291717,9.708508,710438
2004-12-06,11.535584,11.535584,10.923487,11.034248,9.487138,671017
2004-12-13,11.091571,11.428710,10.647558,11.362642,9.769488,509919
2004-12-20,11.402477,12.040806,11.096429,11.828030,10.169624,1380253
2004-12-27,11.912557,12.156424,10.834102,11.473402,9.864718,618053
2005-01-03,11.490891,11.703667,10.740830,11.046878,9.497999,545387
2005-01-10,11.167354,11.446198,10.484333,10.771921,9.261591,495725
2005-01-17,10.647558,12.236094,10.647558,11.331552,9.742756,1244619
2005-01-24,11.623998,11.978625,11.189701,11.890211,10.223087,477838
2005-01-31,11.269370,12.227350,11.269370,12.049550,10.360085,432343
2005-02-07,12.023317,12.768520,11.912557,12.476074,10.726806,678593
